sateid,date,x,y,z,pro,clk
G28,2020-06-20-05-05-00,-9195034.566,21243285.391,13735113.911,20332704.0477,0.000707064
G30,2020-06-20-05-05-00,-1135708.961,24115878.082,-10775948.26,23789076.4306,-0.000245392
C01,2020-06-20-05-10-00,-34317239.229,24489999.344,-154644.268,37769600.6566,-0.000401797
C02,2020-06-20-05-10-00,4404108.423,41931265.278,-317852.247,37611924.3526,0.00027051
C03,2020-06-20-05-10-00,-14759181.503,39457847.405,612569.127,36479811.3837,0.000855378
C04,2020-06-20-05-10-00,-39581007.551,14475252.992,608607.328,38619809.9846,-0.000155756
C05,2020-06-20-05-10-00,21892439.505,36018025.065,-395953.431,39633122.1725,-0.000488253
C07,2020-06-20-05-10-00,-22249102.258,34571354.99,8261386.77,36023348.6727,3.20906E-05
C08,2020-06-20-05-10-00,-6246178.078,33859747.694,24653760.023,36259709.2977,-0.00032266
C10,2020-06-20-05-10-00,-9220530.372,35337529.746,20866410.189,35849558.0007,-0.000257684
C11,2020-06-20-05-10-00,1100501.35,17434451.413,21825681.104,22761568.0317,-0.000439656
C12,2020-06-20-05-10-00,-17113014.596,6082347.822,21205668.614,23216474.5317,0.000406339
C13,2020-06-20-05-10-00,3384852.512,40454620.142,11961562.177,36798793.6337,0.000500077
C21,2020-06-20-05-10-00,-25428647.258,9064207.543,7036466.981,23975097.0317,-0.000550808
C22,2020-06-20-05-10-00,-18183462.994,-5832523.995,20346295.853,25996871.2505,-0.000783015
C23,2020-06-20-05-10-00,13403611.643,15275553.152,19128749.31,24843026.8756,-0.000851442
C24,2020-06-20-05-10-00,-9267357.136,23108157.723,-12622082.404,25286375.1956,-0.000787062
C25,2020-06-20-05-10-00,3927500.689,27173269.538,5035430.17,23289974.7117,-0.00065799
G01,2020-06-20-05-10-00,-15878557.172,-3043356.223,20915683.708,23720408.2896,1.27663E-05
G03,2020-06-20-05-10-00,-20254932.251,7363303.1,15387233.543,21898081.3057,-0.000214544
G06,2020-06-20-05-10-00,5994386.83,25493400.51,4327153.52,22211513.2667,-0.000291403
G17,2020-06-20-05-10-00,-1280556.203,14978677.196,22321549.931,21487148.8597,0.000283503
G19,2020-06-20-05-10-00,7395919.045,15871190.682,19680756.936,22012486.2897,-0.000142827
G22,2020-06-20-05-10-00,-17886914.125,-280146.641,19802874.358,23610445.6886,-0.000777012
G28,2020-06-20-05-10-00,-9573228.203,21538803.037,12966062.088,20319951.1027,0.000707063
G30,2020-06-20-05-10-00,-1353277.215,23731099.457,-11578565.802,23959263.3596,-0.000245394
C01,2020-06-20-05-15-00,-34316801.012,24489576.189,-170250.219,37770407.2666,-0.000401787
C02,2020-06-20-05-15-00,4404557.456,41931602.809,-287429.115,37609493.2976,0.000270502
C03,2020-06-20-05-15-00,-14760412.491,39457399.211,632743.032,36478384.4227,0.000855374
C04,2020-06-20-05-15-00,-39581280.755,14474555.491,606126.157,38620068.9386,-0.00015575
C07,2020-06-20-05-15-00,-22055592.224,34849902.928,7555888.592,36054448.2037,3.20811E-05
C08,2020-06-20-05-15-00,-6005093.033,33476108.427,25228363.009,36275126.7667,-0.000322667
C10,2020-06-20-05-15-00,-9159636.107,35676072.725,20297525.887,35850350.2277,-0.000257681
C11,2020-06-20-05-15-00,454503.888,17054919.481,22145643.973,22734326.6337,-0.000439663
C12,2020-06-20-05-15-00,-17731496.83,5718090.904,20793728.187,23289834.4147,0.000406343
C13,2020-06-20-05-15-00,3727694.379,40203639.951,12685178.822,36791283.6417,0.000500083
C21,2020-06-20-05-15-00,-25227029.455,8903024.222,7916543.486,23910248.9067,-0.000550823
C22,2020-06-20-05-15-00,-17586524.081,-6206586.852,20757340.566,26071781.1025,-0.000783013
C23,2020-06-20-05-15-00,13376354.073,15922458.491,18612907.355,24775944.5707,-0.000851441
C24,2020-06-20-05-15-00,-9304395.931,22662354.601,-13380025.839,25468652.5946,-0.000787059
C25,2020-06-20-05-15-00,3887130.009,27331465.083,4129790.216,23377949.7037,-0.000657994
G01,2020-06-20-05-15-00,-16132991.925,-3804661.205,20607264.85,23909291.3205,1.27688E-05
G03,2020-06-20-05-15-00,-19912899.846,6862950.499,16051087.289,21950834.3207,-0.000214548
G06,2020-06-20-05-15-00,5870524.111,25346394.422,5270254.87,22096892.4457,-0.000291405
G17,2020-06-20-05-15-00,-2078807.83,14795862.544,22383213.173,21435817.0397,0.000283506
G19,2020-06-20-05-15-00,6641594.257,15688583.222,20084873.349,21909922.3677,-0.000142826
G22,2020-06-20-05-15-00,-17491787.986,-920878.918,20141444.226,23745848.5236,-0.000777012
G28,2020-06-20-05-15-00,-9925723.198,21820925.793,12173117.795,20316225.7897,0.000707062
G30,2020-06-20-05-15-00,-1586247.996,23321474.175,-12358709.219,24129202.6956,-0.000245397
C01,2020-06-20-05-20-00,-34316375.195,24489130.08,-185774.33,37771212.5236,-0.000401776
C02,2020-06-20-05-20-00,4405020.487,41931919.111,-256867.835,37607056.9776,0.000270494
C03,2020-06-20-05-20-00,-14761646.543,39456962.483,652613.958,36477001.7117,0.00085537
C04,2020-06-20-05-20-00,-39581563.097,14473862.756,603354.77,38620358.5316,-0.000155743
C05,2020-06-20-05-20-00,21892285.052,36019038.787,-350650.267,39629714.2585,-0.000488293
C07,2020-06-20-05-20-00,-21849911.284,35119434.777,6846713.392,36088004.1887,3.20719E-05
C08,2020-06-20-05-20-00,-5781050.922,33082499.169,25791047.355,36291807.5007,-0.000322674
C10,2020-06-20-05-20-00,-9083961.508,36011495.985,19718852.32,35853462.7977,-0.000257678
C11,2020-06-20-05-20-00,-208437.902,16684188.643,22429248.515,22708477.8137,-0.00043967
C12,2020-06-20-05-20-00,-18344735.095,5374095.83,20347514.721,23363831.6416,0.000406346
C13,2020-06-20-05-20-00,4059255.085,39938118.821,13402792.387,36785488.3207,0.00050009
C21,2020-06-20-05-20-00,-25003289.206,8722085.363,8783540.313,23853319.8597,-0.000550837
C22,2020-06-20-05-20-00,-16985752.249,-6599579.624,21134118.786,26154728.1954,-0.000783011
C23,2020-06-20-05-20-00,13361344.547,16551633.795,18066350.667,24717488.1566,-0.000851439
C24,2020-06-20-05-20-00,-9350589.4,22191838.07,-14115899.522,25650858.4066,-0.000787056
C25,2020-06-20-05-20-00,3848467.354,27459384.369,3217338.142,23473198.6647,-0.000657998
G01,2020-06-20-05-20-00,-16396807.889,-4549070.171,20258885.131,24097882.8985,1.27712E-05
G03,2020-06-20-05-20-00,-19564375.391,6337516.256,16683935.239,22014586.2347,-0.000214551
G06,2020-06-20-05-20-00,5731106.261,25168666.246,6203248.499,21988591.3447,-0.000291407
G17,2020-06-20-05-20-00,-2881902.952,14627938.89,22403686.679,21385736.6567,0.000283507
G19,2020-06-20-05-20-00,5869638.249,15516076.456,20449555.477,21809069.4227,-0.000142824
G22,2020-06-20-05-20-00,-17100428.636,-1577523.212,20442026.288,23888372.1566,-0.000777011
G28,2020-06-20-05-20-00,-10252627.658,22088077.004,11357703.432,20321720.0397,0.00070706
G30,2020-06-20-05-20-00,-1835340.086,22888299.848,-13114868.97,24298359.5555,-0.000245399
C01,2020-06-20-05-25-00,-34315962.136,24488661.096,-201209.177,37772013.9386,-0.000401765
C02,2020-06-20-05-25-00,4405496.631,41932213.833,-226183.034,37604613.8286,0.000270486
C03,2020-06-20-05-25-00,-14762883.282,39456537.777,672172.378,36475662.3757,0.000855365
C04,2020-06-20-05-25-00,-39581854.336,14473175.153,600294.486,38620676.4066,-0.000155737
C07,2020-06-20-05-25-00,-21632463.746,35379418.94,6134205.227,36124026.4067,3.20625E-05
C08,2020-06-20-05-25-00,-5574469.904,32679670.77,26341545.92,36309640.9307,-0.000322681
C10,2020-06-20-05-25-00,-8993655.775,36343147.472,19130664.603,35858952.4457,-0.000257675
C11,2020-06-20-05-25-00,-887142.626,16323404.403,22676027.264,22683956.9457,-0.000439678
C12,2020-06-20-05-25-00,-18951119.225,5050499.297,19867760.111,23438486.4227,0.00040635
C13,2020-06-20-05-25-00,4378911.231,39658563.056,14114063.378,36781329.6257,0.000500096
C21,2020-06-20-05-25-00,-24758573.96,8520661.89,9636026.539,23804600.0707,-0.000550852
C23,2020-06-20-05-25-00,13357796.349,17161821.982,17489979.9,24667783.3286,-0.000851437
C24,2020-06-20-05-25-00,-9406943.491,21697581.38,-14828489.524,25832560.4146,-0.000787053
C25,2020-06-20-05-25-00,3810228.898,27556831.281,2299579.167,23575338.8917,-0.000658002
G01,2020-06-20-05-25-00,-16668886.433,-5275120.401,19871267.117,24285867.5395,1.27737E-05
G03,2020-06-20-05-25-00,-19210953.893,5787515.416,17284556.843,22089133.9617,-0.000214555
G06,2020-06-20-05-25-00,5575013.495,24961188.568,7124347.818,21886620.6097,-0.000291409
G17,2020-06-20-05-25-00,-3688087.176,14475306.234,22382929.37,21337015.9387,0.000283509
G19,2020-06-20-05-25-00,5081654.253,15354646.242,20774065.245,21710012.1177,-0.000142823
G22,2020-06-20-05-25-00,-16714079.522,-2248965.188,20704078.341,24037596.4925,-0.000777011
G28,2020-06-20-05-25-00,-10554149.641,22338702.695,10521286.49,20336588.0637,0.000707059
G30,2020-06-20-05-25-00,-2101190.772,22432939.035,-13845583.303,24466214.8985,-0.000245401
C01,2020-06-20-05-30-00,-34315562.192,24488169.331,-216547.373,37772812.7896,-0.000401755
C02,2020-06-20-05-30-00,4405984.989,41932486.662,-195389.399,37602166.3056,0.000270479
C03,2020-06-20-05-30-00,-14764122.317,39456125.655,691408.911,36474369.3137,0.000855361
C04,2020-06-20-05-30-00,-39582154.224,14472493.04,596946.759,38621024.7346,-0.00015573
C07,2020-06-20-05-30-00,-21403677.035,35629342.156,5418710.028,36162528.3527,3.20531E-05
C08,2020-06-20-05-30-00,-5385735.015,32268391.551,26879597.189,36328523.2667,-0.000322688
C10,2020-06-20-05-30-00,-8888896.595,36670382.225,18533242.713,35866877.9227,-0.000257672
C11,2020-06-20-05-30-00,-1580361.726,15973647.336,22885572.828,22660717.1337,-0.000439685
C12,2020-06-20-05-30-00,-19549042.855,4747343.853,19355251.614,23513833.4616,0.000406353
C13,2020-06-20-05-30-00,4686062.091,39365505.572,14818655.282,36778728.0947,0.000500102
C14,2020-06-20-05-30-00,-11639517.428,20674308.151,-14609366.935,25348267.6955,0.000556605
C21,2020-06-20-05-30-00,-24494086.018,8298100.135,10472595.543,23764357.2197,-0.000550867
C23,2020-06-20-05-30-00,13364855.582,17751824.011,16884744.974,24626928.2426,-0.000851436
C24,2020-06-20-05-30-00,-9474408.103,21180628.341,-15516620.274,26013338.3985,-0.00078705
C25,2020-06-20-05-30-00,3771123.741,27623701.702,1378027.236,23683973.0557,-0.000658006
G02,2020-06-20-05-30-00,13885920.994,22509212.438,-2067526.687,24549322.4225,-0.000474902
G03,2020-06-20-05-30-00,-18854213.172,5213568.197,17851794.502,22174234.7277,-0.000214558
G06,2020-06-20-05-30-00,5401194.46,24725024.265,8031789.943,21790972.8757,-0.00029141
G17,2020-06-20-05-30-00,-4495585.846,14338264.618,22320973.015,21289783.8208,0.000283511
G19,2020-06-20-05-30-00,4279312.307,15205182.209,21057744.767,21612858.2977,-0.000142821
G22,2020-06-20-05-30-00,-16333924.799,-2934018.064,20927130.299,24193090.0946,-0.00077701
G28,2020-06-20-05-30-00,-10830595.909,22571278.201,9665377.425,20360952.2277,0.000707058
G30,2020-06-20-05-30-00,-2384352.256,21956813.483,-14549441.17,24632268.0705,-0.000245404
C01,2020-06-20-05-35-00,-34315175.721,24487654.898,-231781.581,37773607.7736,-0.000401744
C02,2020-06-20-05-35-00,4406484.651,41932737.327,-164501.668,37599717.1026,0.000270471
C03,2020-06-20-05-35-00,-14765363.241,39455726.681,710314.334,36473121.9147,0.000855356
C04,2020-06-20-05-35-00,-39582462.509,14471816.765,593313.184,38621402.1026,-0.000155723
C07,2020-06-20-05-35-00,-21164000.87,35868710.509,4700575.427,36203509.6177,3.20437E-05
C08,2020-06-20-05-35-00,-5215197.433,31849445.839,27404945.401,36348343.4537,-0.000322695
C10,2020-06-20-05-35-00,-8769889.811,36992563.626,17926871.354,35877289.7117,-0.000257669
C11,2020-06-20-05-35-00,-2286783.822,15635929.005,23057538.561,22638719.0557,-0.000439692
C12,2020-06-20-05-35-00,-20136909.416,4464578.144,18810830.589,23589917.4536,0.000406356
C13,2020-06-20-05-35-00,4980130.746,39059504.879,15516234.725,36777602.8837,0.000500108
C14,2020-06-20-05-35-00,-12056361.231,20934995.655,-13881992.238,25167465.3445,0.00055662
C21,2020-06-20-05-35-00,-24211077.741,8053824.879,11291867.326,23732820.9847,-0.000550882
C23,2020-06-20-05-35-00,13381604.803,18320503.148,16251643.513,24594982.3986,-0.000851434
C24,2020-06-20-05-35-00,-9553872.968,20642089.557,-16179156.497,26192776.2505,-0.000787047
C25,2020-06-20-05-35-00,3729859.459,27659983.819,454202.529,23798679.9617,-0.00065801
G02,2020-06-20-05-35-00,13852023.534,22623932.729,-1119106.745,24422076.2345,-0.000474904
G03,2020-06-20-05-35-00,-18495706.963,4616398.126,18384555.83,22269600.9227,-0.000214562
G06,2020-06-20-05-35-00,5208671.56,24461321.799,8923839.065,21701616.3057,-0.000291412
G17,2020-06-20-05-35-00,-5302610.522,14217013.03,22217922.219,21244182.5167,0.000283512
G19,2020-06-20-05-35-00,3464342.74,15068483.604,21300017.894,21517725.4617,-0.00014282
G22,2020-06-20-05-35-00,-15961084.635,-3631426.905,21110784.853,24354406.4145,-0.000777009
G28,2020-06-20-05-35-00,-11082370.283,22784314.756,8791527.456,20394893.4928,0.000707057
C01,2020-06-20-05-40-00,-34314803.079,24487117.926,-246904.512,37774399.3446,-0.000401733
C02,2020-06-20-05-40-00,4406994.694,41932965.597,-133534.626,37597264.8446,0.000270464
C03,2020-06-20-05-40-00,-14766605.629,39455341.422,728879.583,36471920.4226,0.000855352
C04,2020-06-20-05-40-00,-39582778.931,14471146.669,589395.492,38621809.3056,-0.000155717
C07,2020-06-20-05-40-00,-20913906.391,36097050.399,3980150.579,36246970.5637,3.20342E-05
C08,2020-06-20-05-40-00,-5063173.809,31423632.491,27917340.661,36368993.9537,-0.000322703
C10,2020-06-20-05-40-00,-8636869.039,37309064.637,17311839.824,35890236.2427,-0.000257665
C11,2020-06-20-05-40-00,-3005039.311,15311188.145,23191639.137,22617940.5087,-0.000439699
C12,2020-06-20-05-40-00,-20713138.108,4202057.526,18235391.134,23666794.7896,0.00040636
C13,2020-06-20-05-40-00,5260565.178,38741144.022,16206471.623,36777869.1177,0.000500114
C14,2020-06-20-05-40-00,-12447725.314,21188665.275,-13131594.312,24986202.5786,0.000556636
C21,2020-06-20-05-40-00,-23910846.56,7787342.101,12092490.782,23710187.9147,-0.000550897
C23,2020-06-20-05-40-00,13407066.918,18866789.006,15591719.219,24571971.6807,-0.000851433
C24,2020-06-20-05-40-00,-9646163.772,20083138.415,-16815005.081,26370474.4845,-0.000787044
C25,2020-06-20-05-40-00,3685147.654,27665758.082,-470371.045,23919023.4617,-0.000658014
G02,2020-06-20-05-40-00,13802551.539,22707939.783,-168540.639,24298785.5635,-0.000474906
G03,2020-06-20-05-40-00,-18136958.142,3996829.714,18881815.795,22374907.4067,-0.000214566
G06,2020-06-20-05-40-00,4996545.964,24171310.158,9798789.763,21618497.7667,-0.000291414
G17,2020-06-20-05-40-00,-6107365.534,14111648.718,22073954.324,21200371.9148,0.000283514
G19,2020-06-20-05-40-00,2638529.357,14945255.567,21500391.583,21424749.2507,-0.000142818
G22,2020-06-20-05-40-00,-15596610.822,-4339873.189,21254718.009,24521091.7505,-0.000777009
G28,2020-06-20-05-40-00,-11309971.603,22976365.977,7901326.252,20438454.8368,0.000707056
C01,2020-06-20-05-45-00,-34314444.621,24486558.564,-261908.929,37775186.0476,-0.000401723
C02,2020-06-20-05-45-00,4407514.187,41933171.281,-102503.094,37594812.2116,0.000270456
C03,2020-06-20-05-45-00,-14767849.044,39454970.447,747095.757,36470764.9776,0.000855348
C04,2020-06-20-05-45-00,-39583103.227,14470483.085,585195.551,38622243.7896,-0.00015571
C07,2020-06-20-05-45-00,-20653885.259,36313909.476,3257785.989,36292903.6337,3.20248E-05
C08,2020-06-20-05-45-00,-4929945.671,30991763.37,28416539.065,36390365.8527,-0.00032271
C10,2020-06-20-05-45-00,-8490095.225,37619269.013,16688441.884,35905760.4847,-0.000257662
C11,2020-06-20-05-45-00,-3733705.185,15000287.144,23287651.03,22598368.4847,-0.000439706
C12,2020-06-20-05-45-00,-21276169.816,3959545.047,17629878.647,23744529.0396,0.000406363
C13,2020-06-20-05-45-00,5526839.309,38411029.473,16889039.331,36779440.5707,0.00050012
C14,2020-06-20-05-45-00,-12813485.946,21433899.935,-12359417.624,24804921.6646,0.000556651
C21,2020-06-20-05-45-00,-23594729.832,7498241.39,12873145.92,23696621.4847,-0.000550911
C23,2020-06-20-05-45-00,13440209.307,19389681.324,14906060.149,24557886.5317,-0.000851431
C24,2020-06-20-05-45-00,-9752038.535,19505006.834,-17423116.878,26546035.9535,-0.000787041
C25,2020-06-20-05-45-00,3635709.491,27641196.812,-1394168.361,24044554.3757,-0.000658018
G02,2020-06-20-05-45-00,13736315.729,22761932.659,782348.766,24179449.4456,-0.000474907
G03,2020-06-20-05-45-00,-17779452.117,3355785.69,19342618.717,22489789.7197,-0.000214569
G06,2020-06-20-05-45-00,4764002.271,23856293.476,10654970.253,21541545.1647,-0.000291416
G17,2020-06-20-05-45-00,-6908054.568,14022166.917,21889319.214,21158525.0867,0.000283516
G19,2020-06-20-05-45-00,1803702.385,14836105.848,21658457.073,21334078.7197,-0.000142816
G22,2020-06-20-05-45-00,-15241482.682,-5057979.645,21358679.504,24692685.2585,-0.000777008
G28,2020-06-20-05-45-00,-11513991.291,23146034.258,6996399.523,20491639.3677,0.000707055
C01,2020-06-20-05-50-00,-34314100.699,24485976.977,-276787.652,37775967.5476,-0.000401712
C02,2020-06-20-05-50-00,4408042.193,41933354.231,-71421.924,37592358.4616,0.000270448
C03,2020-06-20-05-50-00,-14769093.028,39454614.325,764954.124,36469657.2037,0.000855343
C04,2020-06-20-05-50-00,-39583435.128,14469826.336,580715.362,38622706.9066,-0.000155704
C05,2020-06-20-05-50-00,21892089.519,36021773.974,-211051.938,39619400.1565,-0.000488414
C07,2020-06-20-05-50-00,-20384448.693,36518857.53,2533833.326,36341298.6957,3.20153E-05
C08,2020-06-20-05-50-00,-4815758.882,30554661.817,28902302.806,36412351.0477,-0.000322717
C10,2020-06-20-05-50-00,-8329856.162,37922572.503,16056975.61,35923901.1097,-0.000257659
C11,2020-06-20-05-50-00,-4471310.065,14704008.827,23345412.897,22580007.8207,-0.000439713
C12,2020-06-20-05-50-00,-21824472.955,3736712.791,16995288.296,23823196.3056,0.000406367
C13,2020-06-20-05-50-00,5778454,38069789.979,17563614.794,36782229.1097,0.000500126
C14,2020-06-20-05-50-00,-13153611.636,21669289.395,-11566742.93,24624076.0786,0.000556666
C21,2020-06-20-05-50-00,-23264099.544,7186198.05,13632546.035,23692246.1257,-0.000550926
C23,2020-06-20-05-50-00,13479948.185,19888253.479,14195796.937,24552683.0556,-0.00085143
C25,2020-06-20-05-50-00,3580281.198,27586563.457,-2315665.592,24174811.1337,-0.000658022
G02,2020-06-20-05-50-00,13652182.591,22786704.372,1731747.372,24064049.8206,-0.000474909
G03,2020-06-20-05-50-00,-17424630.392,2694283.809,19766080.119,22613854.6807,-0.000214573
G06,2020-06-20-05-50-00,4510312.806,23517645.348,11490745.564,21470666.9847,-0.000291417
G09,2020-06-20-05-50-00,-22297198.609,8527533.065,-11709753.246,25290810.1174,-0.000239499
G17,2020-06-20-05-50-00,-7702887.265,13948460.999,21664339.016,21118833.0867,0.000283518
G19,2020-06-20-05-50-00,961731.194,14741541.987,21773890.869,21245882.1337,-0.000142815
G22,2020-06-20-05-50-00,-14896603.305,-5784315.322,21422493.099,24868729.4775,-0.000777007
G28,2020-06-20-05-50-00,-11695110.529,23291977.01,6078406.514,20554408.0237,0.000707054
C01,2020-06-20-05-55-00,-34313771.664,24485373.348,-291533.561,37776744.2896,-0.000401701
C02,2020-06-20-05-55-00,4408577.767,41933514.339,-40305.993,37589907.3446,0.000270441
C03,2020-06-20-05-55-00,-14770337.111,39454273.625,782446.123,36468596.3677,0.000855339
C04,2020-06-20-05-55-00,-39583774.358,14469176.738,575957.062,38623199.6256,-0.000155697
C07,2020-06-20-05-55-00,-20106126.49,36711487.339,1808645.245,36392139.4227,3.20059E-05
C08,2020-06-20-05-55-00,-4720823.174,30113161.08,29374400.293,36434842.1177,-0.000322724
C10,2020-06-20-05-55-00,-8156465.936,38218384.023,15417743.26,35944692.9307,-0.000257656
C11,2020-06-20-05-55-00,-5216339.42,14423053.546,23364825.859,22562875.1027,-0.000439721
C12,2020-06-20-05-55-00,-22356549.219,3533143.591,16332663.403,23902876.2896,0.00040637
C13,2020-06-20-05-55-00,6014937.995,37718075.372,18229878.697,36786144.5317,0.000500132
C14,2020-06-20-05-55-00,-13468162.755,21893435.955,-10754885.12,24444128.0236,0.000556681
C21,2020-06-20-05-55-00,-22920356.897,6850974.856,14369439.814,23697152.6887,-0.000550941
C23,2020-06-20-05-55-00,13525153.165,20361655.73,13462100.931,24556280.4537,-0.000851428
