sateid,date,x,y,z,pro,clk
G18,2020-06-20-11-45-00,11066951.67,11050720.494,21460026.524,23329058.4776,0.000225298
G24,2020-06-20-11-45-00,-8007859.632,19277050.538,-16406895.457,24938685.5785,-1.45749E-05
G29,2020-06-20-11-45-00,3849316.729,24563235.014,9252149.18,21405297.0168,-0.000132129
G30,2020-06-20-11-45-00,-20614292.09,-3250336.397,16596794.979,24224021.1486,-0.000245582
C01,2020-06-20-11-50-00,-34338780.471,24415193.996,-675056.399,37799271.6176,-0.000400946
C02,2020-06-20-11-50-00,4425715.563,41915665.373,1423116.463,37477235.0236,0.000269895
C03,2020-06-20-11-50-00,-14817416.46,39488463.509,804336.693,36515345.3287,0.000855027
C04,2020-06-20-11-50-00,-39609814.499,14450407.862,-214268.787,38705811.4616,-0.000155226
C05,2020-06-20-11-50-00,21902255.106,36027729.036,1082575.321,39539418.7585,-0.000489858
C06,2020-06-20-11-50-00,-13770817.539,38037044.559,13066742.913,36106253.1337,0.000758908
C08,2020-06-20-11-50-00,-24788856.621,25935685.687,21978492.556,36105935.4457,-0.000323203
C09,2020-06-20-11-50-00,-4106111.805,42024648.894,-3294656.75,37446493.5866,0.00062259
C13,2020-06-20-11-50-00,-9866204,27033456.432,30812869.54,35963644.6727,0.000500558
C16,2020-06-20-11-50-00,-11225220.905,39416999.899,10403762.62,36458480.6567,-0.00061375
C24,2020-06-20-11-50-00,-22809833.132,-6689772.977,14605412.621,26463250.8525,-0.000786821
C25,2020-06-20-11-50-00,-26850855.174,7114211.889,-2599804.059,25536147.5236,-0.000658306
C27,2020-06-20-11-50-00,708947.669,24380736.385,13556024.814,22057960.1028,0.000350702
C28,2020-06-20-11-50-00,-12128021.281,24878926.651,-3537542.054,23250136.3987,-0.000210961
C30,2020-06-20-11-50-00,13326954.814,9466613.525,22613137.938,25189707.9066,0.000334761
G02,2020-06-20-11-50-00,-22118824.889,14626300.266,-215080.68,22457348.4227,-0.000475036
G05,2020-06-20-11-50-00,-16972324.65,6441754.651,19314415.559,21844159.1957,-1.50252E-05
G13,2020-06-20-11-50-00,-12964504.848,17144169.608,15421293.261,20252495.1338,1.9902E-05
G15,2020-06-20-11-50-00,-4516898.05,24133901.164,9317290.16,20268610.9618,-0.000222987
G18,2020-06-20-11-50-00,10346846.656,11444802.83,21611409.515,23152344.2276,0.000225301
G24,2020-06-20-11-50-00,-8561429.694,19542076.155,-15783796.382,24741647.3204,-1.45754E-05
G29,2020-06-20-11-50-00,3764419.914,24894274.368,8363185.305,21454161.8367,-0.000132132
G30,2020-06-20-11-50-00,-20073318.236,-3598229.576,17173066.889,24266842.1256,-0.000245585
C01,2020-06-20-11-55-00,-34339718.644,24414372.37,-668756.755,37798992.9846,-0.000400936
C02,2020-06-20-11-55-00,4425557.766,41915610.495,1424227.76,37477102.0086,0.000269887
C03,2020-06-20-11-55-00,-14816924.748,39489652.395,787338.498,36517415.0087,0.000855022
C04,2020-06-20-11-55-00,-39610039.232,14450539.209,-226915.221,38707184.2116,-0.000155219
C05,2020-06-20-11-55-00,21902549.446,36027718.226,1086857.101,39539365.5235,-0.000489878
C06,2020-06-20-11-55-00,-13397223.215,37934377.614,13750727.042,36088628.3207,0.000758911
C08,2020-06-20-11-55-00,-24876976.029,26375040.847,21339889.523,36092175.4227,-0.000323211
C09,2020-06-20-11-55-00,-3724619.207,42116967.764,-2551300.666,37399473.9456,0.000622598
C13,2020-06-20-11-55-00,-10096256.165,27383480.419,30422181.723,35931496.3207,0.000500564
C16,2020-06-20-11-55-00,-10838790.286,39330281.92,11119886.451,36431964.4848,-0.000613747
C24,2020-06-20-11-55-00,-22310979.161,-6815273.519,15301681.637,26445258.3135,-0.000786818
C25,2020-06-20-11-55-00,-26931926.776,7084394.185,-1678819.558,25417361.4926,-0.00065831
C27,2020-06-20-11-55-00,525983.71,24795230.098,12792706.636,22057439.6418,0.000350704
C28,2020-06-20-11-55-00,-12112375.65,24738653.105,-4455998.165,23408996.3917,-0.000210959
C30,2020-06-20-11-55-00,13080471.942,10198634.773,22438719.546,25044978.6886,0.000334763
G02,2020-06-20-11-55-00,-22127775.932,14526003.548,-1167546.273,22588836.4387,-0.000475037
G05,2020-06-20-11-55-00,-17604278.877,6063840.566,18875142.557,21937345.8207,-1.50254E-05
G13,2020-06-20-11-55-00,-12948971.434,16534344.924,16083862.015,20297904.0638,1.99029E-05
G15,2020-06-20-11-55-00,-4674603.319,23759469.979,10148837.261,20203602.2738,-0.000222987
G18,2020-06-20-11-55-00,9629445.507,11853889.699,21721391.52,22977086.4846,0.000225304
G24,2020-06-20-11-55-00,-9091166.255,19802652.428,-15130406.215,24542218.5865,-1.4576E-05
G29,2020-06-20-11-55-00,3687869.513,25192929.387,7458152.929,21513829.1957,-0.000132134
G30,2020-06-20-11-55-00,-19519590.51,-3964985.329,17716831.358,24318788.8365,-0.000245587
C01,2020-06-20-12-00-00,-34340663.256,24413570.695,-662136.808,37798697.7506,-0.000400925
C02,2020-06-20-12-00-00,4425399.089,41915573.475,1424657.839,37477018.9776,0.00026988
C03,2020-06-20-12-00-00,-14816391.62,39490846.116,769963.872,36519505.9927,0.000855018
C04,2020-06-20-12-00-00,-39610258.061,14450679.997,-239453.436,38708547.8916,-0.000155212
C06,2020-06-20-12-00-00,-13028624.904,37815917.651,14428291.73,36073236.1257,0.000758914
C08,2020-06-20-12-00-00,-24945716.599,26817743.175,20691004.515,36080147.2117,-0.000323218
C09,2020-06-20-12-00-00,-3339472.276,42192787.415,-1806740.277,37354605.8207,0.000622606
C13,2020-06-20-12-00-00,-10310776.828,27743226.363,30016928.326,35900257.1257,0.00050057
C16,2020-06-20-12-00-00,-10456563.17,39226905.675,11830733.463,36407868.0478,-0.000613745
C24,2020-06-20-12-00-00,-21791749.991,-6955052.382,15972672.655,26434874.8984,-0.000786815
C25,2020-06-20-12-00-00,-26982811.986,7049148.666,-755061.456,25301495.6726,-0.000658314
C27,2020-06-20-12-00-00,360072.232,25188289.437,12008269.478,22066578.6028,0.000350706
C28,2020-06-20-12-00-00,-12089314.86,24568514.943,-5367095.229,23572857.1417,-0.000210957
C30,2020-06-20-12-00-00,12850653.402,10929120.4,22227255.891,24906016.1726,0.000334764
G02,2020-06-20-12-00-00,-22109487.903,14404434.666,-2117759.153,22726848.4147,-0.000475039
G05,2020-06-20-12-00-00,-18226905.76,5704607.799,18399542.048,22032278.9697,-1.50254E-05
G13,2020-06-20-12-00-00,-12941765.275,15899892.855,16715260.895,20353533.3988,1.99038E-05
G15,2020-06-20-12-00-00,-4842290.868,23356435.084,10960268.019,20148385.0788,-0.000222986
G18,2020-06-20-12-00-00,8916418.23,12277236.748,21789758.96,22803678.4146,0.000225307
G20,2020-06-20-12-00-00,19409249.313,15096983.941,10243943.298,24774045.5475,0.000527474
G24,2020-06-20-12-00-00,-9596510.902,20057300.089,-14447941.684,24340883.1486,-1.45762E-05
G29,2020-06-20-12-00-00,3618343.152,25458439.583,6538792.899,21583980.4067,-0.000132137
G30,2020-06-20-12-00-00,-18954704.106,-4350605.402,18227046.917,24379797.6255,-0.000245589
C01,2020-06-20-12-05-00,-34341613.666,24412789.427,-655199.741,37798386.4696,-0.000400914
C02,2020-06-20-12-05-00,4425240.285,41915554.283,1424406.485,37476986.0396,0.000269872
C03,2020-06-20-12-05-00,-14815817.209,39492043.697,752221.127,36521621.1487,0.000855014
C04,2020-06-20-12-05-00,-39610471.013,14450830.148,-251877.438,38709901.7666,-0.000155206
C05,2020-06-20-12-05-00,21903165.283,36027701.205,1093860.413,39539363.7115,-0.000489918
C06,2020-06-20-12-05-00,-12665706.096,37681902.452,15099122.796,36060029.0237,0.000758917
C08,2020-06-20-12-05-00,-24994947.292,27262937.058,20032147.603,36069953.3597,-0.000323225
C09,2020-06-20-12-05-00,-2951394.054,42251971.356,-1061327.372,37311898.4927,0.000622613
C13,2020-06-20-12-05-00,-10509354.491,28112002.323,29597299.886,35870037.4928,0.000500576
C16,2020-06-20-12-05-00,-10079262.82,39107071.392,12535966.601,36386152.7668,-0.000613743
C24,2020-06-20-12-05-00,-21253396.127,-7109810.149,16617278.052,26432265.4614,-0.000786812
C25,2020-06-20-12-05-00,-27003716.182,7007200.181,169943.953,25189022.9696,-0.000658318
C27,2020-06-20-12-05-00,210443.813,25558727.375,11204009.823,22085364.2818,0.000350708
C28,2020-06-20-12-05-00,-12060175.127,24368416.897,-6269328.644,23741300.8287,-0.000210955
C30,2020-06-20-12-05-00,12637667.725,11656481.963,21979097.937,24773204.1886,0.000334766
G02,2020-06-20-12-05-00,-22064831.728,14260525.474,-3063875.88,22871202.9457,-0.000475041
G05,2020-06-20-12-05-00,-18838511.736,5364138.758,17888555.66,22128940.0317,-1.50258E-05
G13,2020-06-20-12-05-00,-12943943.293,15242123.614,17314262.904,20419058.4618,1.99047E-05
G15,2020-06-20-12-05-00,-5020932.154,22925834.392,11749961.839,20102945.5088,-0.000222985
G18,2020-06-20-12-05-00,8209394.135,12714006.832,21816377.991,22632532.9387,0.00022531
G20,2020-06-20-12-05-00,18993963.364,15047164.067,11050673.914,24636068.4695,0.000527474
G24,2020-06-20-12-05-00,-10077003.008,20304525.026,-13737678.795,24138137.0396,-1.45766E-05
G29,2020-06-20-12-05-00,3554477.402,25690151.53,5606873.187,21664256.9927,-0.000132139
G30,2020-06-20-12-05-00,-18380267.95,-4754994.048,18702734.166,24449768.4385,-0.000245592
C01,2020-06-20-12-10-00,-34342569.228,24412029.004,-647948.889,37798059.8286,-0.000400904
C02,2020-06-20-12-10-00,4425082.102,41915552.85,1423473.803,37477003.7196,0.000269864
C03,2020-06-20-12-10-00,-14815201.687,39493244.153,734118.75,36523757.3677,0.000855009
C04,2020-06-20-12-10-00,-39610678.12,14450989.587,-264181.284,38711245.4616,-0.000155199
C06,2020-06-20-12-10-00,-12309139.123,37532599.034,15762909.318,36048955.7427,0.00075892
C08,2020-06-20-12-10-00,-25024574.709,27709761.898,19363633.854,36061696.5637,-0.000323232
C09,2020-06-20-12-10-00,-2561112.705,42294414.619,-315413.891,37271357.5636,0.000622621
C13,2020-06-20-12-10-00,-10691608.272,28489098.945,29163493.924,35840945.8368,0.000500583
C16,2020-06-20-12-10-00,-9707603.033,38971010.596,13235251.479,36366776.4388,-0.00061374
C24,2020-06-20-12-10-00,-20697219.55,-7280174.014,17234433.893,26437578.1335,-0.000786809
C25,2020-06-20-12-10-00,-26994935.411,6957292.443,1094668.289,25080411.9696,-0.000658322
C27,2020-06-20-12-10-00,76259.317,25905418.704,10381256.68,22113745.7508,0.00035071
C28,2020-06-20-12-10-00,-12026301.938,24138357.567,-7161208.488,23913902.8837,-0.000210953
C30,2020-06-20-12-10-00,12441594.121,12379129.376,21694657.171,24646916.5397,0.000334768
G02,2020-06-20-12-10-00,-21994762.544,14093281.874,-4004051.573,23021694.7586,-0.000475043
G05,2020-06-20-12-10-00,-19437419.814,5042414.079,17343191.916,22227320.2667,-1.50261E-05
G13,2020-06-20-12-10-00,-12956490.226,14562427.077,17879704.378,20494119.9698,1.99058E-05
G15,2020-06-20-12-10-00,-5211435.144,22468792.503,12516341.055,20067230.5948,-0.000222984
G18,2020-06-20-12-10-00,7509955.518,13163273.18,21801194.771,22464074.1337,0.000225313
G20,2020-06-20-12-10-00,18549460.239,14994780.895,11836418.183,24497727.4845,0.000527474
G24,2020-06-20-12-10-00,-10532281.146,20542824.908,-13000950.631,23934497.5706,-1.4577E-05
G29,2020-06-20-12-10-00,3494874.479,25887521.417,4664185.443,21754253.7347,-0.000132142
G30,2020-06-20-12-10-00,-17797898.259,-5177957.624,19142977.651,24528562.6725,-0.000245594
C01,2020-06-20-12-15-00,-34343529.291,24411289.848,-640387.736,37797717.3916,-0.000400893
C02,2020-06-20-12-15-00,4424925.286,41915569.069,1421860.23,37477071.0086,0.000269856
C03,2020-06-20-12-15-00,-14814545.263,39494446.495,715665.396,36525913.4307,0.000855005
C04,2020-06-20-12-15-00,-39610879.415,14451158.242,-276359.091,38712578.0006,-0.000155192
C06,2020-06-20-12-15-00,-11959583.912,37368303.132,16419343.764,36039960.9147,0.000758923
C08,2020-06-20-12-15-00,-25034543.286,28157353.775,18685783.189,36055473.7037,-0.000323239
C09,2020-06-20-12-15-00,-2169360.14,42320043.942,430648.238,37232983.5637,0.000622629
C13,2020-06-20-12-15-00,-10857188.647,28873790.804,28715714.859,35813091.8058,0.000500589
C16,2020-06-20-12-15-00,-9342286.793,38818985.663,13928256.541,36349690.4068,-0.000613738
C23,2020-06-20-12-15-00,-17985805.214,15738569.21,-14405962.451,26189027.0555,-0.000851312
C25,2020-06-20-12-15-00,-26956855.104,6898193.444,2017583.629,24976126.3136,-0.000658326
C27,2020-06-20-12-15-00,-43386.32,26227304.307,9541369.384,22151631.8528,0.000350712
C28,2020-06-20-12-15-00,-11989044.354,23878429.691,-8041261.983,24090227.5317,-0.000210951
C30,2020-06-20-12-15-00,12262422.441,13095476.683,21374404.918,24527512.1416,0.000334769
G02,2020-06-20-12-15-00,-21900315.545,13901789.327,-4936443.645,23178092.3677,-0.000475045
G05,2020-06-20-12-15-00,-20021976.352,4739313.573,16764524.081,22327423.2427,-1.50265E-05
G13,2020-06-20-12-15-00,-12980313.821,13862267.408,18410487.337,20578330.4538,1.99068E-05
G15,2020-06-20-12-15-00,-5414639.301,21986516.071,13257874.486,20041150.7898,-0.000222983
G18,2020-06-20-12-15-00,6819631.517,13624022.876,21744235.596,22298744.1957,0.000225317
G20,2020-06-20-12-15-00,18076267.853,14941159.377,12599670.908,24359007.1095,0.000527474
G24,2020-06-20-12-15-00,-10962084.076,20770695.888,-12239145.029,23730496.5636,-1.45774E-05
G29,2020-06-20-12-15-00,3438109.105,26050117.165,3712541.507,21853530.9147,-0.000132145
G30,2020-06-20-12-15-00,-17209212.077,-5619204.6,19546927.658,24616000.5084,-0.000245597
C01,2020-06-20-12-20-00,-34344493.2,24410572.362,-632519.916,37797359.2666,-0.000400883
C02,2020-06-20-12-20-00,4424770.574,41915602.794,1419566.524,37477188.4926,0.000269848
C03,2020-06-20-12-20-00,-14813848.182,39495649.732,696869.892,36528090.3837,0.000855
C04,2020-06-20-12-20-00,-39611074.936,14451336.039,-288405.035,38713899.1646,-0.000155186
C05,2020-06-20-12-20-00,21904160.156,36027685.396,1100441.497,39539624.8205,-0.000489978
C06,2020-06-20-12-20-00,-11617686.753,37189338.623,17068122.116,36032984.9457,0.000758926
C08,2020-06-20-12-20-00,-25024835.406,28604847.103,17998920.225,36051381.3527,-0.000323246
C09,2020-06-20-12-20-00,-1776870.636,42328817.89,1176507.257,37196770.2347,0.000622636
C13,2020-06-20-12-20-00,-11005778.129,29265337.8,28254173.909,35786584.5398,0.000500595
C16,2020-06-20-12-20-00,-8984004.93,38651289.324,14614653.207,36334843.5088,-0.000613736
C23,2020-06-20-12-20-00,-18458399.878,15840000.821,-13679324.428,26037606.6176,-0.000851311
C25,2020-06-20-12-20-00,-26889948.449,6828700.777,2937165.038,24876619.6336,-0.00065833
C27,2020-06-20-12-20-00,-149460.048,26523395.18,8685735.341,22198896.5168,0.000350714
C28,2020-06-20-12-20-00,-11949749.312,23588820.068,-8908035.939,24269834.8207,-0.000210949
C30,2020-06-20-12-20-00,12100053.496,13803947.812,21018871.551,24415333.5707,0.000334771
G02,2020-06-20-12-20-00,-21782601.453,13685218.074,-5859215.61,23340138.3676,-0.000475046
G05,2020-06-20-12-20-00,-20590557.728,4454617.629,16153687.884,22429260.3917,-1.50269E-05
G13,2020-06-20-12-20-00,-13016240.382,13143177.377,18905581.707,20671277.7508,1.99077E-05
G15,2020-06-20-12-20-00,-5631310.904,21480288.801,13973080.879,20024582.7668,-0.000222983
G18,2020-06-20-12-20-00,6139892.237,14095160.78,21645606.865,22136996.7897,0.00022532
G20,2020-06-20-12-20-00,17575012.871,14887600.665,13338967.584,24219893.7666,0.000527474
G24,2020-06-20-12-20-00,-11366251.312,20986639.37,-11453702.106,23526678.1956,-1.45766E-05
G29,2020-06-20-12-20-00,3382735.494,26177620.054,2753769.884,21961613.4697,-0.000132147
C01,2020-06-20-12-25-00,-34345460.298,24409876.932,-624349.211,37796986.2196,-0.000400872
C02,2020-06-20-12-25-00,4424618.699,41915653.84,1416593.77,37477356.1956,0.000269841
C03,2020-06-20-12-25-00,-14813110.728,39496852.869,677741.223,36530284.9617,0.000854996
C04,2020-06-20-12-25-00,-39611264.723,14451522.91,-300313.357,38715208.2116,-0.000155179
C05,2020-06-20-12-25-00,21904511.525,36027682.127,1101584.369,39539782.6955,-0.000489998
C06,2020-06-20-12-25-00,-11284079.099,36996056.906,17708944.004,36027966.4537,0.000758928
C08,2020-06-20-12-25-00,-24995471.45,29051376.306,17303374.12,36049511.5317,-0.000323253
C09,2020-06-20-12-25-00,-1384379.449,42320726.917,1921811.735,37162708.5946,0.000622644
C13,2020-06-20-12-25-00,-11137091.884,29662986.567,27779089.004,35761532.6418,0.000500601
C16,2020-06-20-12-25-00,-8633434.813,38468244.098,15294116.028,36322178.7588,-0.000613733
C23,2020-06-20-12-25-00,-18904884.752,15942973.238,-12930104.547,25884476.2666,-0.000851309
C25,2020-06-20-12-25-00,-26794774.417,6747646.84,3851893.101,24782334.3056,-0.000658334
C27,2020-06-20-12-25-00,-242986.407,26792776.196,7815767.732,22255374.9308,0.000350716
C28,2020-06-20-12-25-00,-11909755.936,23269809.112,-9760099.148,24452281.0477,-0.000210947
C30,2020-06-20-12-25-00,11954299.737,14502982.303,20628645.608,24310703.5637,0.000334773
G02,2020-06-20-12-25-00,-21642801.634,13442828.029,-6770540.95,23507556.7976,-0.000475048
G05,2020-06-20-12-25-00,-21141576.887,4188009.048,15511879.14,22532853.0087,-1.50271E-05
G13,2020-06-20-12-25-00,-13065010.693,12406752.371,19364027.399,20772528.6258,1.99086E-05
G15,2020-06-20-12-25-00,-5862138.7,20951466.098,14660532.239,20017367.7198,-0.000222982
G18,2020-06-20-12-25-00,5472143.117,14575513.818,21505494.896,21979294.3837,0.000225323
G20,2020-06-20-12-25-00,17046418.803,14835376.017,14052887.219,24080388.6096,0.000527474
G24,2020-06-20-12-25-00,-11744723.24,21189168.792,-10646111.664,23323600.1416,-1.45769E-05
G29,2020-06-20-12-25-00,3327294.409,26269825.884,1789712.191,22077992.8137,-0.00013215
C01,2020-06-20-12-30-00,-34346429.922,24409203.923,-615879.547,37796598.6256,-0.000400861
C02,2020-06-20-12-30-00,4424470.381,41915721.983,1412943.377,37477575.0006,0.000269833
C03,2020-06-20-12-30-00,-14812333.22,39498054.91,658288.535,36532498.4147,0.000854991
C04,2020-06-20-12-30-00,-39611448.818,14451718.785,-312078.362,38716505.0786,-0.000155172
C05,2020-06-20-12-30-00,21904873.055,36027679.564,1102200.705,39539975.4695,-0.000490018
C06,2020-06-20-12-30-00,-10959376.393,36788836.224,18341512.825,36024839.3757,0.000758931
C08,2020-06-20-12-30-00,-24946509.764,29496077.484,16599478.417,36049952.8207,-0.000323261
C09,2020-06-20-12-30-00,-992621.429,42295793.367,2666210.726,37130785.1337,0.000622652
C13,2020-06-20-12-30-00,-11250878.288,30065971.918,27290684.682,35738043.6338,0.000500607
C16,2020-06-20-12-30-00,-8291239.064,38270201.683,15966322.836,36311637.7038,-0.000613731
C23,2020-06-20-12-30-00,-19324697.691,16046211.568,-12159540.171,25730062.8286,-0.000851308
C25,2020-06-20-12-30-00,-26671975.477,6653903.913,4760256.44,24693701.0946,-0.000658338
C27,2020-06-20-12-30-00,-325043.018,27034609.581,6932903.176,22320867.0168,0.000350718
C28,2020-06-20-12-30-00,-11870389.883,22921770.056,-10596044.758,24637120.0007,-0.000210945
C30,2020-06-20-12-30-00,11824886.289,15191040.973,20204372.807,24213923.4457,0.000334775
G02,2020-06-20-12-30-00,-21482162.863,13173973.322,-7668607.041,23680049.5086,-0.00047505
G05,2020-06-20-12-30-00,-21673489.724,3939075.301,14840351.256,22638229.6647,-1.50272E-05
G13,2020-06-20-12-30-00,-13127276.335,11654644.147,19784936.236,20881632.9698,1.99097E-05
G15,2020-06-20-12-30-00,-6107729.934,20401469.392,15318857.036,20019317.7978,-0.000222981
G18,2020-06-20-12-30-00,4817719.602,15063835.615,21324165.594,21826112.5707,0.000225326
G20,2020-06-20-12-30-00,16491303.714,14785720.829,14740055.098,23940499.8136,0.000527474
G21,2020-06-20-12-30-00,14867184.353,6991406.715,21598328.231,25209771.6565,1.39259E-05
G24,2020-06-20-12-30-00,-12097540.806,21376816.408,-9817910.454,23121836.1806,-1.45773E-05
G29,2020-06-20-12-30-00,3270320.3,26326645.658,822219.584,22202136.9777,-0.000132152
G30,2020-06-20-12-30-00,-15421302.122,-7048274.346,20533540.067,24927951.3835,-0.000245604
C01,2020-06-20-12-35-00,-34347401.408,24408553.683,-607114.994,37796196.0946,-0.000400851
C02,2020-06-20-12-35-00,4424326.331,41915806.961,1408617.079,37477843.4846,0.000269825
C03,2020-06-20-12-35-00,-14811516.015,39499254.857,638521.127,36534728.2117,0.000854987
C04,2020-06-20-12-35-00,-39611627.266,14451923.6,-323694.425,38717788.7196,-0.000155166
C05,2020-06-20-12-35-00,21905244.897,36027677.508,1102290.208,39540204.2665,-0.000490038
C06,2020-06-20-12-35-00,-10644176.922,36568080.941,18965535.87,36023534.9067,0.000758934
C08,2020-06-20-12-35-00,-24878046.56,29938090.085,15887570.879,36052791.5707,-0.000323268
C09,2020-06-20-12-35-00,-602329.635,42254071.419,3409353.928,37100980.7737,0.000622659
C13,2020-06-20-12-35-00,-11346919.421,30473518.31,26789191.989,35716223.7117,0.000500613
C16,2020-06-20-12-35-00,-7958064.299,38057542.28,16630954.891,36303156.5238,-0.000613729
C23,2020-06-20-12-35-00,-19717364.149,16148417.942,-11368903.841,25574802.8446,-0.000851306
C25,2020-06-20-12-35-00,-26522274.982,6546389.076,5660754.225,24611132.8917,-0.000658342
C27,2020-06-20-12-35-00,-396755.857,27248138.104,6038599.351,22395138.4148,0.00035072
C28,2020-06-20-12-35-00,-11832957.757,22545167.794,-11414492.596,24823903.3526,-0.000210943
C30,2020-06-20-12-35-00,11711452.324,15866611.508,19746754.974,24125272.2347,0.000334776
G02,2020-06-20-12-35-00,-21301991.772,12878106.46,-8551619.104,23857297.8136,-0.000475052
G05,2020-06-20-12-35-00,-22184801.281,3707311.207,14140412.659,22745426.6177,-1.50275E-05
G13,2020-06-20-12-35-00,-13203596.421,10888554.339,20167493.729,20998124.7037,1.99106E-05
G15,2020-06-20-12-35-00,-6368606.759,19831780.159,15946743.272,20030213.8288,-0.00022298
G18,2020-06-20-12-35-00,4177882.108,15558811.461,21101963.957,21677931.1647,0.000225329
G20,2020-06-20-12-35-00,15910577.52,14739828.828,15399145.463,23800248.3206,0.000527474
G21,2020-06-20-12-35-00,14326187.778,7547360.204,21791101.642,25038258.3445,1.39277E-05
G24,2020-06-20-12-35-00,-12424844.76,21548140.031,-8970679.325,22921965.3836,-1.4577E-05
G29,2020-06-20-12-35-00,3210348.448,26348105.779,-146850.832,22333487.2977,-0.000132155
G30,2020-06-20-12-35-00,-14823311.827,-7557805.831,20785189.916,25047571.2425,-0.000245606
C01,2020-06-20-12-40-00,-34348374.094,24407926.543,-598059.761,37795779.0866,-0.00040084
C02,2020-06-20-12-40-00,4424187.248,41915908.476,1403616.931,37478161.8526,0.000269818
C03,2020-06-20-12-40-00,-14810659.509,39500451.718,618448.448,36536972.8597,0.000854983
C04,2020-06-20-12-40-00,-39611800.112,14452137.29,-335155.992,38719056.6956,-0.000155159
C05,2020-06-20-12-40-00,21905627.189,36027675.742,1101852.832,39540465.4145,-0.000490058
C06,2020-06-20-12-40-00,-10339060.71,36334220.769,19580724.442,36023980.1257,0.000758937
C08,2020-06-20-12-40-00,-24790215.74,30376558.558,15167993.33,36058107.3207,-0.000323275
C09,2020-06-20-12-40-00,-214233.953,42195646.962,4150891.833,37073271.0947,0.000622667
C13,2020-06-20-12-40-00,-11425031.492,30884841.327,26274848.376,35696177.1258,0.000500619
C16,2020-06-20-12-40-00,-7634539.908,37830673.872,17287697.031,36296668.1337,-0.000613726
C23,2020-06-20-12-40-00,-20082498.624,16248276.897,-10559501.174,25419143.9776,-0.000851304
C24,2020-06-20-12-40-00,-17064033.558,-8655299.341,20307278,26639481.5784,-0.000786791
C25,2020-06-20-12-40-00,-26346474.256,6424068.952,6551898.662,24535024.9537,-0.000658346
C27,2020-06-20-12-40-00,-459294.347,27432687.956,5134332.584,22477921.2818,0.000350721
C28,2020-06-20-12-40-00,-11798741.592,22140557.374,-12214091.446,25012185.0166,-0.000210941
C30,2020-06-20-12-40-00,11613552.784,16528213.951,19256548.876,24045002.0637,0.000334778
G02,2020-06-20-12-40-00,-21103648.998,12554782.08,-9417804.204,24038964.0786,-0.000475053
G05,2020-06-20-12-40-00,-22674071.739,3492122.001,13413424.111,22854482.8207,-1.50277E-05
G13,2020-06-20-12-40-00,-13294434.745,10110227.757,20510960.708,21121532.6258,1.99115E-05
G15,2020-06-20-12-40-00,-6645203.058,19243933.687,16542941.408,20049809.8678,-0.00022298
G18,2020-06-20-12-40-00,3553811.331,16059063.602,20839313.432,21535232.6257,0.000225332
G20,2020-06-20-12-40-00,15305238.913,14698846.439,16028884.131,23659666.9926,0.000527474
G21,2020-06-20-12-40-00,13790994.044,8116943.812,21944814.347,24867268.5395,1.39289E-05
G24,2020-06-20-12-40-00,-12726874.467,21701729.714,-8106040.249,22724575.6336,-1.45769E-05
G29,2020-06-20-12-40-00,3145922.113,26334347.765,-1115639.597,22471466.9307,-0.000132158
G30,2020-06-20-12-40-00,-14226878.301,-8082724.552,20997338.292,25174485.3675,-0.000245609
C01,2020-06-20-12-45-00,-34349347.312,24407322.812,-588718.199,37795348.1486,-0.000400829
C02,2020-06-20-12-45-00,4424053.815,41916026.193,1397945.314,37478530.4226,0.00026981
C03,2020-06-20-12-45-00,-14809764.131,39501644.499,598080.091,36539232.8527,0.000854978
C04,2020-06-20-12-45-00,-39611967.404,14452359.793,-346457.583,38720309.4615,-0.000155152
C06,2020-06-20-12-45-00,-10044588.441,36087709.95,20186793.981,36026101.8527,0.00075894
C08,2020-06-20-12-45-00,-24683188.645,30810634.015,14441091.486,36065978.0867,-0.000323282
C09,2020-06-20-12-45-00,170940.273,42120637.425,4890475.889,37047629.8057,0.000622675
C13,2020-06-20-12-45-00,-11485065.201,31299149.184,25747897.585,35678007.1028,0.000500626
C16,2020-06-20-12-45-00,-7321276.853,37590031.441,17936237.811,36292102.5788,-0.000613724
C23,2020-06-20-12-45-00,-20419805.756,16344460.845,-9732668.699,25263541.0476,-0.000851303
C25,2020-06-20-12-45-00,-26145449.378,6285964.261,7432217.456,24465754.1337,-0.00065835
C27,2020-06-20-12-45-00,-513866.278,27587671.313,4221595.415,22568917.1338,0.000350723
C28,2020-06-20-12-45-00,-11768993.443,21708582.149,-12993521.289,25201520.9776,-0.000210939
C30,2020-06-20-12-45-00,11530660.445,17174406.069,18734564.965,23973336.4617,0.00033478
G02,2020-06-20-12-45-00,-20888543.044,12203660.276,-10265415.254,24224698.1415,-0.000475055
G05,2020-06-20-12-45-00,-23139922.169,3292826.801,12660795.96,22965445.1807,-1.50279E-05
G13,2020-06-20-12-45-00,-13400157.382,9321445.504,20814674.778,21251374.1488,1.99125E-05
G15,2020-06-20-12-45-00,-6937861.682,18639512.597,17106267.135,20077837.0708,-0.000222979
G18,2020-06-20-12-45-00,2946603.899,16563156.803,20536715.126,21398505.8597,0.000225335
G20,2020-06-20-12-45-00,14676371.901,14663867.356,16628051.014,23518802.6416,0.000527474
G21,2020-06-20-12-45-00,13262910.723,8699144.254,22059238.646,24697142.5085,1.39302E-05
G24,2020-06-20-12-45-00,-13003966.271,21836214.324,-7225653.222,22530264.6026,-1.45766E-05
