C24,2020-06-20-00-25-00,24252497.1887,24252486.0867,             ,PC24,2020-06-20-00-25,9020.561135,13876.087771,22465.249538,-787.233515
C26,2020-06-20-00-25-00,21533509.6808,21533501.2898,             ,PC26,2020-06-20-00-25,-10334.955870,17785.515677,18867.731644,724.522285
C29,2020-06-20-00-25-00,25510355.8916,25510347.5396,             ,PC29,2020-06-20-00-25,-15139.287041,-5177.618342,22853.551630,244.809837
G01,2020-06-20-00-25-00,24055617.8676,24055625.9105,24055626.5826,PG01,2020-06-20-00-25,-11250.650122,19972.517461,-13343.462437,12.625097
G04,2020-06-20-00-25-00,22715184.9536,22715191.5664,22715191.7857,PG04,2020-06-20-00-25,-835.254565,26007.226984,-5227.943940,-104.624216
G07,2020-06-20-00-25-00,22571228.6027,22571233.5277,22571234.0126,PG07,2020-06-20-00-25,6634.941514,14287.377555,21649.408849,-308.428155
G08,2020-06-20-00-25-00,20157776.3208,20157784.2859,20157784.7548,PG08,2020-06-20-00-25,-7632.112978,20015.239086,15545.028592,-38.145620
G09,2020-06-20-00-25-00,22392685.2977,22392692.7707,22392692.4807,PG09,2020-06-20-00-25,8047.852002,24630.706199,5746.095601,-239.365906
G11,2020-06-20-00-25-00,21467359.7427,21467364.7666,             ,PG11,2020-06-20-00-25,-11656.165008,24039.868325,488.715451,-243.949286
G16,2020-06-20-00-25-00,22644351.1566,22644356.5664,             ,PG16,2020-06-20-00-25,-19630.611342,3287.951731,17587.489822,-172.569167
G26,2020-06-20-00-25-00,24964811.2975,24964821.0232,24964820.6095,PG26,2020-06-20-00-25,-25415.578208,-3700.418188,7172.927307,228.534312
G27,2020-06-20-00-25-00,21253879.8917,21253887.1298,21253887.4577,PG27,2020-06-20-00-25,-12886.842314,9577.016376,20944.960902,-324.985745
C01,2020-06-20-00-30-00,37733146.9456,37733137.3756,37733142.9657,PC01,2020-06-20-00-30,-34352.280535,24480.513791,621.157890,-402.392542
C02,2020-06-20-00-30-00,37703068.2736,37703057.7936,37703061.3527,PC02,2020-06-20-00-30,4415.326460,41901.462375,-1412.071350,270.939929
C03,2020-06-20-00-30-00,36602884.2976,36602873.5867,36602879.0597,PC03,2020-06-20-00-30,-14702.218874,39489.473969,-665.939824,855.622706
C04,2020-06-20-00-30-00,38652347.1886,38652335.7586,38652341.7936,PC04,2020-06-20-00-30,-39583.629848,14508.977647,306.813058,-156.125638
C05,2020-06-20-00-30-00,39695547.2195,39695537.1806,39695542.3916,PC05,2020-06-20-00-30,21921.058882,35985.655878,-1099.528350,-487.127905
C06,2020-06-20-00-30-00,38312036.7976,38312023.6996,38312031.7666,PC06,2020-06-20-00-30,-10566.642159,36526.288067,-17347.387938,758.500109
C07,2020-06-20-00-30-00,36422604.8287,36422590.2627,36422598.2977,PC07,2020-06-20-00-30,-13324.465374,22888.391510,32977.274164,32.614742
C08,2020-06-20-00-30-00,39146053.0786,39146039.3206,39146047.3556,PC08,2020-06-20-00-30,-25503.424694,29422.614064,-16510.563432,-322.236753
C09,2020-06-20-00-30-00,37057057.9847,37057045.2737,37057054.1057,PC09,2020-06-20-00-30,-646.839471,41890.479479,-1663.251456,621.543460
C10,2020-06-20-00-30-00,37078737.8057,37078724.7347,37078733.9067,PC10,2020-06-20-00-30,3765.471247,28258.674955,31358.921243,-257.851503
C12,2020-06-20-00-30-00,24032239.2426,24032227.5637,24032235.4577,PC12,2020-06-20-00-30,-1016.782728,27183.425464,-6262.903074,406.148507
C16,2020-06-20-00-30-00,38766355.3756,38766346.5906,38766356.4026,PC16,2020-06-20-00-30,-8351.479040,38148.147804,-15574.892916,-614.068038
C24,2020-06-20-00-30-00,24113993.4067,24113982.1337,             ,PC24,2020-06-20-00-30,8289.456675,14126.827136,22590.686357,-787.230481
C26,2020-06-20-00-30-00,21504900.6028,21504892.8138,             ,PC26,2020-06-20-00-30,-10943.499337,17978.419647,18335.088958,724.526478
C29,2020-06-20-00-30-00,25684970.0786,25684961.9106,             ,PC29,2020-06-20-00-30,-15001.965856,-5947.772443,22756.563339,244.811420
G01,2020-06-20-00-30-00,23844079.1886,23844088.0355,23844087.5436,PG01,2020-06-20-00-30,-11667.616084,20227.329546,-12555.490102,12.627579
G04,2020-06-20-00-30-00,22879178.9386,22879185.7734,22879185.2587,PG04,2020-06-20-00-30,-944.584947,25801.406591,-6147.077622,-104.625688
G07,2020-06-20-00-30-00,22404189.1027,22404194.2587,22404194.6217,PG07,2020-06-20-00-30,5990.874673,14766.984057,21498.293083,-308.430795
G08,2020-06-20-00-30-00,20186479.2818,20186487.1059,20186487.4228,PG08,2020-06-20-00-30,-7790.196195,19426.580802,16207.374511,-38.145608
G09,2020-06-20-00-30-00,22472823.7587,22472830.5597,22472830.7547,PG09,2020-06-20-00-30,7992.523134,24846.593111,4827.719717,-239.367934
G11,2020-06-20-00-30-00,21321479.0477,21321484.4926,             ,PG11,2020-06-20-00-30,-11744.937099,23941.351255,1401.421997,-243.945991
G16,2020-06-20-00-30-00,22757633.3206,22757638.4694,             ,PG16,2020-06-20-00-30,-20210.790471,2960.416456,16998.787665,-172.570439
G21,2020-06-20-00-30-00,25264874.8135,             ,             ,PG21,2020-06-20-00-30,-15005.094965,-6874.357596,21535.866380,13.722180
G26,2020-06-20-00-30-00,25096325.2585,25096336.9692,25096336.9536,PG26,2020-06-20-00-30,-25628.816688,-3868.022376,6280.936224,228.536390
G27,2020-06-20-00-30-00,21394397.9537,21394405.2198,21394405.1057,PG27,2020-06-20-00-30,-13034.915753,8776.424859,21210.459796,-324.988675
C01,2020-06-20-00-35-00,37733477.0786,37733467.7816,37733473.4807,PC01,2020-06-20-00-35,-34351.589020,24481.139142,612.496290,-402.381936
C02,2020-06-20-00-35-00,37702695.8206,37702686.1176,37702689.5597,PC02,2020-06-20-00-35,4414.536760,41901.731287,-1408.017348,270.932137
